"StudentID","ProgramName","ModuleCode","ModuleName","TotalMark","TotalGrade"
u060360,Foundation Programme,QUA101A,Quantitative Methods for Business I,80.00,A*
u060361,Foundation Programme,ENG101A,International English I,58.00,C 
u060361,Foundation Programme,ENG102A,Academic Skills I,40.00,D 
u060361,Foundation Programme,ICT101A,Introduction to IT for Business I,70.00,A 
u060361,Foundation Programme,MGT101A,Introduction to Business and Management I,67.00,B 
u060361,Foundation Programme,QUA101A,Quantitative Methods for Business I,61.00,B 
u060362,Foundation Programme,ENG101A,International English I,43.00,D 
u060362,Foundation Programme,ENG102A,Academic Skills I,54.00,C 
u060362,Foundation Programme,ICT101A,Introduction to IT for Business I,53.00,C 
u060362,Foundation Programme,MGT101A,Introduction to Business and Management I,38.00,F 
u060362,Foundation Programme,QUA101A,Quantitative Methods for Business I,51.00,C 
u060363,Foundation Programme,ENG101A,International English I,64.00,B 
u060363,Foundation Programme,ENG102A,Academic Skills I,61.00,B 
u060363,Foundation Programme,ICT101A,Introduction to IT for Business I,62.00,B 
u060363,Foundation Programme,MGT101A,Introduction to Business and Management I,65.00,B 
u060363,Foundation Programme,QUA101A,Quantitative Methods for Business I,55.00,C 
u060364,Foundation Programme,ENG101A,International English I,72.00,A 
u060364,Foundation Programme,ENG102A,Academic Skills I,51.00,C 
u060364,Foundation Programme,ICT101A,Introduction to IT for Business I,68.00,B 
u060364,Foundation Programme,MGT101A,Introduction to Business and Management I,56.00,C 
u060364,Foundation Programme,QUA101A,Quantitative Methods for Business I,66.00,B 
u060365,Foundation Programme,ENG101A,International English I,51.00,C 
u060365,Foundation Programme,ENG102A,Academic Skills I,48.00,D 
u060365,Foundation Programme,ICT101A,Introduction to IT for Business I,50.00,C 
u060365,Foundation Programme,MGT101A,Introduction to Business and Management I,61.00,B 
u060365,Foundation Programme,QUA101A,Quantitative Methods for Business I,53.00,C 
u060366,Foundation Programme,ENG101A,International English I,68.00,B 
u060366,Foundation Programme,ENG102A,Academic Skills I,68.00,B 
u060366,Foundation Programme,ICT101A,Introduction to IT for Business I,87.00,A*
u060366,Foundation Programme,MGT101A,Introduction to Business and Management I,72.00,A 
u060366,Foundation Programme,QUA101A,Quantitative Methods for Business I,80.00,A*
u060367,Foundation Programme,ENG101A,International English I,60.00,B 
u060367,Foundation Programme,ENG102A,Academic Skills I,66.00,B 
u060367,Foundation Programme,ICT101A,Introduction to IT for Business I,82.00,A*
u060367,Foundation Programme,MGT101A,Introduction to Business and Management I,74.00,A 
u060367,Foundation Programme,QUA101A,Quantitative Methods for Business I,71.00,A 
u060368,Foundation Programme,ENG101A,International English I,43.00,F 
u060368,Foundation Programme,ENG102A,Academic Skills I,52.00,C 
u060368,Foundation Programme,ICT101A,Introduction to IT for Business I,53.00,C 
u060368,Foundation Programme,MGT101A,Introduction to Business and Management I,45.00,D 
u060368,Foundation Programme,QUA101A,Quantitative Methods for Business I,33.00,F 
u060369,Foundation Programme,ENG101A,International English I,70.00,A 
u060369,Foundation Programme,ENG102A,Academic Skills I,65.00,B 
u060369,Foundation Programme,ICT101A,Introduction to IT for Business I,74.00,A 
u060369,Foundation Programme,MGT101A,Introduction to Business and Management I,63.00,B 
u060369,Foundation Programme,QUA101A,Quantitative Methods for Business I,50.00,C 
u060370,Foundation Programme,ENG101A,International English I,60.00,B 
u060370,Foundation Programme,ENG102A,Academic Skills I,53.00,C 
u060370,Foundation Programme,ICT101A,Introduction to IT for Business I,56.00,C 
u060370,Foundation Programme,MGT101A,Introduction to Business and Management I,44.00,D 
u060370,Foundation Programme,QUA101A,Quantitative Methods for Business I,44.00,D 
u060371,Foundation Programme,ENG101A,International English I,71.00,A 
u060371,Foundation Programme,ENG102A,Academic Skills I,62.00,B 
u060371,Foundation Programme,ICT101A,Introduction to IT for Business I,86.00,A*
u060371,Foundation Programme,MGT101A,Introduction to Business and Management I,46.00,D 
u060371,Foundation Programme,QUA101A,Quantitative Methods for Business I,45.00,F 
u060372,Foundation Programme,ENG101A,International English I,54.00,C 
u060372,Foundation Programme,ENG102A,Academic Skills I,44.00,F 
u060372,Foundation Programme,ICT101A,Introduction to IT for Business I,74.00,A 
u060372,Foundation Programme,MGT101A,Introduction to Business and Management I,52.00,C 
u060372,Foundation Programme,QUA101A,Quantitative Methods for Business I,52.00,C 
u060373,Foundation Programme,ENG101A,International English I,50.00,C 
u060373,Foundation Programme,ENG102A,Academic Skills I,43.00,D 
u060373,Foundation Programme,ICT101A,Introduction to IT for Business I,0.00,F 
u060373,Foundation Programme,MGT101A,Introduction to Business and Management I,36.00,F 
u060373,Foundation Programme,QUA101A,Quantitative Methods for Business I,23.00,F 
u060374,Foundation Programme,ENG101A,International English I,60.00,B 
u060374,Foundation Programme,ENG102A,Academic Skills I,70.00,A 
u060374,Foundation Programme,ICT101A,Introduction to IT for Business I,63.00,B 
u060374,Foundation Programme,MGT101A,Introduction to Business and Management I,61.00,B 
u060374,Foundation Programme,QUA101A,Quantitative Methods for Business I,77.00,A 
u060375,Foundation Programme,ENG101A,International English I,46.00,D 
u060375,Foundation Programme,ENG102A,Academic Skills I,51.00,C 
u060375,Foundation Programme,ICT101A,Introduction to IT for Business I,59.00,C 
u060375,Foundation Programme,MGT101A,Introduction to Business and Management I,31.00,F 
u060375,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u060376,Foundation Programme,ENG101A,International English I,54.00,C 
u060376,Foundation Programme,ENG102A,Academic Skills I,58.00,C 
u060376,Foundation Programme,ICT101A,Introduction to IT for Business I,48.00,D 
u060376,Foundation Programme,MGT101A,Introduction to Business and Management I,50.00,C 
u060376,Foundation Programme,QUA101A,Quantitative Methods for Business I,23.00,F 
u060377,Foundation Programme,ENG101A,International English I,54.00,C 
u060377,Foundation Programme,ENG102A,Academic Skills I,81.00,A*
u060377,Foundation Programme,ICT101A,Introduction to IT for Business I,52.00,C 
u060377,Foundation Programme,MGT101A,Introduction to Business and Management I,58.00,C 
u060377,Foundation Programme,QUA101A,Quantitative Methods for Business I,27.00,F 
u060378,Foundation Programme,ENG101A,International English I,66.00,B 
u060378,Foundation Programme,ENG102A,Academic Skills I,75.00,A 
u060378,Foundation Programme,ICT101A,Introduction to IT for Business I,73.00,A 
u060378,Foundation Programme,MGT101A,Introduction to Business and Management I,72.00,A 
u060378,Foundation Programme,QUA101A,Quantitative Methods for Business I,85.00,A*
u060379,Foundation Programme,ENG101A,International English I,65.00,B 
u060379,Foundation Programme,ENG102A,Academic Skills I,57.00,C 
u060379,Foundation Programme,ICT101A,Introduction to IT for Business I,72.00,A 
u060379,Foundation Programme,MGT101A,Introduction to Business and Management I,50.00,C 
u060379,Foundation Programme,QUA101A,Quantitative Methods for Business I,53.00,C 
u060380,Foundation Programme,ENG101A,International English I,47.00,D 
u060380,Foundation Programme,ENG102A,Academic Skills I,51.00,C 
u060380,Foundation Programme,ICT101A,Introduction to IT for Business I,47.00,D 
u060380,Foundation Programme,MGT101A,Introduction to Business and Management I,41.00,D 
u060380,Foundation Programme,QUA101A,Quantitative Methods for Business I,37.00,F 
u060381,Foundation Programme,ENG101A,International English I,73.00,A 
u060381,Foundation Programme,ENG102A,Academic Skills I,71.00,A 
u060381,Foundation Programme,ICT101A,Introduction to IT for Business I,84.00,A*
u060381,Foundation Programme,MGT101A,Introduction to Business and Management I,76.00,A 
u060381,Foundation Programme,QUA101A,Quantitative Methods for Business I,71.00,A 
u060382,Foundation Programme,ENG101A,International English I,58.00,C 
u060382,Foundation Programme,ENG102A,Academic Skills I,54.00,F 
u060382,Foundation Programme,ICT101A,Introduction to IT for Business I,50.00,C 
u060382,Foundation Programme,MGT101A,Introduction to Business and Management I,48.00,D 
u060382,Foundation Programme,QUA101A,Quantitative Methods for Business I,33.00,F 
u060383,Foundation Programme,ENG101A,International English I,18.00,F 
u060383,Foundation Programme,ENG102A,Academic Skills I,50.00,C 
u060383,Foundation Programme,ICT101A,Introduction to IT for Business I,16.00,F 
u060383,Foundation Programme,MGT101A,Introduction to Business and Management I,21.00,F 
u060383,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u060384,Foundation Programme,ENG101A,International English I,70.00,A 
u060384,Foundation Programme,ENG102A,Academic Skills I,41.00,D 
u060384,Foundation Programme,ICT101A,Introduction to IT for Business I,51.00,C 
u060384,Foundation Programme,MGT101A,Introduction to Business and Management I,45.00,D 
u060384,Foundation Programme,QUA101A,Quantitative Methods for Business I,33.00,F 
u060385,Foundation Programme,ENG101A,International English I,56.00,C 
u060385,Foundation Programme,ENG102A,Academic Skills I,70.00,A 
u060385,Foundation Programme,ICT101A,Introduction to IT for Business I,52.00,C 
u060385,Foundation Programme,MGT101A,Introduction to Business and Management I,54.00,C 
u060385,Foundation Programme,QUA101A,Quantitative Methods for Business I,49.00,D 
u060386,Foundation Programme,ENG101A,International English I,42.00,F 
u060386,Foundation Programme,ENG102A,Academic Skills I,42.00,F 
u060386,Foundation Programme,ICT101A,Introduction to IT for Business I,54.00,C 
u060386,Foundation Programme,MGT101A,Introduction to Business and Management I,39.00,F 
u060386,Foundation Programme,QUA101A,Quantitative Methods for Business I,57.00,C 
u060387,Foundation Programme,ENG101A,International English I,63.00,B 
u060387,Foundation Programme,ENG102A,Academic Skills I,64.00,B 
u060387,Foundation Programme,ICT101A,Introduction to IT for Business I,79.00,A 
u060387,Foundation Programme,MGT101A,Introduction to Business and Management I,48.00,D 
u060387,Foundation Programme,QUA101A,Quantitative Methods for Business I,63.00,B 
u060388,Foundation Programme,ENG101A,International English I,55.00,C 
u060388,Foundation Programme,ENG102A,Academic Skills I,62.00,B 
u060388,Foundation Programme,ICT101A,Introduction to IT for Business I,56.00,C 
u060388,Foundation Programme,MGT101A,Introduction to Business and Management I,65.00,B 
u060388,Foundation Programme,QUA101A,Quantitative Methods for Business I,54.00,C 
u060389,Foundation Programme,ENG101A,International English I,75.00,A 
u060389,Foundation Programme,ENG102A,Academic Skills I,67.00,B 
u060389,Foundation Programme,ICT101A,Introduction to IT for Business I,92.00,A*
u060389,Foundation Programme,MGT101A,Introduction to Business and Management I,82.00,A*
u060389,Foundation Programme,QUA101A,Quantitative Methods for Business I,55.00,C 
u060390,Foundation Programme,ENG101A,International English I,63.00,B 
u060390,Foundation Programme,ENG102A,Academic Skills I,56.00,C 
u060390,Foundation Programme,ICT101A,Introduction to IT for Business I,72.00,A 
u060390,Foundation Programme,MGT101A,Introduction to Business and Management I,62.00,B 
u060390,Foundation Programme,QUA101A,Quantitative Methods for Business I,58.00,C 
u060391,Foundation Programme,ENG101A,International English I,43.00,D 
u060391,Foundation Programme,ENG102A,Academic Skills I,50.00,C 
u060391,Foundation Programme,ICT101A,Introduction to IT for Business I,39.00,F 
u060391,Foundation Programme,MGT101A,Introduction to Business and Management I,52.00,C 
u060391,Foundation Programme,QUA101A,Quantitative Methods for Business I,72.00,A 
u060392,Foundation Programme,ENG101A,International English I,70.00,A 
u060392,Foundation Programme,ENG102A,Academic Skills I,45.00,D 
u060392,Foundation Programme,ICT101A,Introduction to IT for Business I,57.00,C 
u060392,Foundation Programme,MGT101A,Introduction to Business and Management I,51.00,C 
u060392,Foundation Programme,QUA101A,Quantitative Methods for Business I,31.00,F 
u060393,Foundation Programme,ENG101A,International English I,64.00,B 
u060393,Foundation Programme,ENG102A,Academic Skills I,69.00,B 
u060393,Foundation Programme,ICT101A,Introduction to IT for Business I,71.00,A 
u060393,Foundation Programme,MGT101A,Introduction to Business and Management I,49.00,D 
u060393,Foundation Programme,QUA101A,Quantitative Methods for Business I,72.00,A 
u060394,Foundation Programme,ENG101A,International English I,60.00,B 
u060394,Foundation Programme,ENG102A,Academic Skills I,54.00,C 
u060394,Foundation Programme,ICT101A,Introduction to IT for Business I,68.00,B 
u060394,Foundation Programme,MGT101A,Introduction to Business and Management I,40.00,F 
u060394,Foundation Programme,QUA101A,Quantitative Methods for Business I,45.00,D 
u060395,Foundation Programme,ENG101A,International English I,73.00,A 
u060395,Foundation Programme,ENG102A,Academic Skills I,73.00,A 
u060395,Foundation Programme,ICT101A,Introduction to IT for Business I,86.00,A*
u060395,Foundation Programme,MGT101A,Introduction to Business and Management I,82.00,A*
u060395,Foundation Programme,QUA101A,Quantitative Methods for Business I,73.00,A 
u060396,Foundation Programme,ENG101A,International English I,54.00,C 
u060396,Foundation Programme,ENG102A,Academic Skills I,55.00,C 
u060396,Foundation Programme,ICT101A,Introduction to IT for Business I,69.00,B 
u060396,Foundation Programme,MGT101A,Introduction to Business and Management I,61.00,B 
u060396,Foundation Programme,QUA101A,Quantitative Methods for Business I,52.00,C 
u060397,Foundation Programme,ENG101A,International English I,55.00,C 
u060397,Foundation Programme,ENG102A,Academic Skills I,42.00,F 
u060397,Foundation Programme,ICT101A,Introduction to IT for Business I,40.00,F 
u060397,Foundation Programme,MGT101A,Introduction to Business and Management I,57.00,C 
u060397,Foundation Programme,QUA101A,Quantitative Methods for Business I,46.00,D 
u060398,Foundation Programme,ENG101A,International English I,70.00,A 
u060398,Foundation Programme,ENG102A,Academic Skills I,66.00,B 
u060398,Foundation Programme,ICT101A,Introduction to IT for Business I,66.00,B 
u060398,Foundation Programme,MGT101A,Introduction to Business and Management I,81.00,A*
u060398,Foundation Programme,QUA101A,Quantitative Methods for Business I,82.00,A*
u060399,Foundation Programme,ENG101A,International English I,32.00,F 
u060399,Foundation Programme,ENG102A,Academic Skills I,56.00,C 
u060399,Foundation Programme,ICT101A,Introduction to IT for Business I,65.00,B 
u060399,Foundation Programme,MGT101A,Introduction to Business and Management I,53.00,C 
u060399,Foundation Programme,QUA101A,Quantitative Methods for Business I,53.00,C 
u060400,Foundation Programme,ENG101A,International English I,55.00,C 
u060400,Foundation Programme,ENG102A,Academic Skills I,59.00,C 
u060400,Foundation Programme,ICT101A,Introduction to IT for Business I,75.00,A 
u060400,Foundation Programme,MGT101A,Introduction to Business and Management I,55.00,C 
u060400,Foundation Programme,QUA101A,Quantitative Methods for Business I,48.00,D 
u060401,Foundation Programme,ENG101A,International English I,51.00,F 
u060401,Foundation Programme,ENG102A,Academic Skills I,44.00,D 
u060401,Foundation Programme,ICT101A,Introduction to IT for Business I,57.00,C 
u060401,Foundation Programme,MGT101A,Introduction to Business and Management I,53.00,C 
u060401,Foundation Programme,QUA101A,Quantitative Methods for Business I,43.00,D 
u060402,Foundation Programme,ENG101A,International English I,70.00,A 
u060402,Foundation Programme,ENG102A,Academic Skills I,62.00,B 
u060402,Foundation Programme,ICT101A,Introduction to IT for Business I,70.00,A 
u060402,Foundation Programme,MGT101A,Introduction to Business and Management I,58.00,C 
u060402,Foundation Programme,QUA101A,Quantitative Methods for Business I,78.00,A 
u060403,Foundation Programme,ENG101A,International English I,54.00,C 
u060403,Foundation Programme,ENG102A,Academic Skills I,58.00,C 
u060403,Foundation Programme,ICT101A,Introduction to IT for Business I,60.00,B 
u060403,Foundation Programme,MGT101A,Introduction to Business and Management I,24.00,F 
u060403,Foundation Programme,QUA101A,Quantitative Methods for Business I,59.00,C 
u060404,Foundation Programme,ENG101A,International English I,53.00,C 
u060404,Foundation Programme,ENG102A,Academic Skills I,49.00,D 
u060404,Foundation Programme,ICT101A,Introduction to IT for Business I,62.00,B 
u060404,Foundation Programme,MGT101A,Introduction to Business and Management I,40.00,F 
u060404,Foundation Programme,QUA101A,Quantitative Methods for Business I,50.00,C 
u060405,Foundation Programme,ENG101A,International English I,62.00,B 
u060405,Foundation Programme,ENG102A,Academic Skills I,50.00,C 
u060405,Foundation Programme,ICT101A,Introduction to IT for Business I,69.00,B 
u060405,Foundation Programme,MGT101A,Introduction to Business and Management I,56.00,C 
u060405,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u060406,Foundation Programme,ENG101A,International English I,47.00,D 
u060406,Foundation Programme,ENG102A,Academic Skills I,59.00,C 
u060406,Foundation Programme,ICT101A,Introduction to IT for Business I,54.00,C 
u060406,Foundation Programme,MGT101A,Introduction to Business and Management I,56.00,C 
u060406,Foundation Programme,QUA101A,Quantitative Methods for Business I,49.00,D 
u060407,Foundation Programme,ENG101A,International English I,63.00,B 
u060407,Foundation Programme,ENG102A,Academic Skills I,60.00,B 
u060407,Foundation Programme,ICT101A,Introduction to IT for Business I,77.00,A 
u060407,Foundation Programme,MGT101A,Introduction to Business and Management I,70.00,A 
u060407,Foundation Programme,QUA101A,Quantitative Methods for Business I,61.00,B 
u060408,Foundation Programme,ENG101A,International English I,55.00,C 
u060408,Foundation Programme,ENG102A,Academic Skills I,43.00,D 
u060408,Foundation Programme,ICT101A,Introduction to IT for Business I,60.00,B 
u060408,Foundation Programme,MGT101A,Introduction to Business and Management I,32.00,F 
u060408,Foundation Programme,QUA101A,Quantitative Methods for Business I,37.00,F 
u060409,Foundation Programme,ENG101A,International English I,60.00,B 
u060409,Foundation Programme,ENG102A,Academic Skills I,57.00,C 
u060409,Foundation Programme,ICT101A,Introduction to IT for Business I,67.00,B 
u060409,Foundation Programme,MGT101A,Introduction to Business and Management I,50.00,C 
u060409,Foundation Programme,QUA101A,Quantitative Methods for Business I,48.00,D 
u060410,Foundation Programme,ENG101A,International English I,65.00,B 
u060410,Foundation Programme,ENG102A,Academic Skills I,56.00,C 
u060410,Foundation Programme,ICT101A,Introduction to IT for Business I,54.00,C 
u060410,Foundation Programme,MGT101A,Introduction to Business and Management I,77.00,A 
u060410,Foundation Programme,QUA101A,Quantitative Methods for Business I,86.00,A*
u060411,Foundation Programme,ENG101A,International English I,65.00,B 
u060411,Foundation Programme,ENG102A,Academic Skills I,55.00,C 
u060411,Foundation Programme,ICT101A,Introduction to IT for Business I,67.00,B 
u060411,Foundation Programme,MGT101A,Introduction to Business and Management I,44.00,D 
u060411,Foundation Programme,QUA101A,Quantitative Methods for Business I,46.00,D 
u060412,Foundation Programme,ENG101A,International English I,60.00,B 
u060412,Foundation Programme,ENG102A,Academic Skills I,64.00,B 
u060412,Foundation Programme,ICT101A,Introduction to IT for Business I,59.00,C 
u060412,Foundation Programme,MGT101A,Introduction to Business and Management I,69.00,B 
u060412,Foundation Programme,QUA101A,Quantitative Methods for Business I,70.00,A 
u060413,Foundation Programme,ENG101A,International English I,66.00,B 
u060413,Foundation Programme,ENG102A,Academic Skills I,60.00,B 
u060413,Foundation Programme,ICT101A,Introduction to IT for Business I,66.00,B 
u060413,Foundation Programme,MGT101A,Introduction to Business and Management I,64.00,B 
u060413,Foundation Programme,QUA101A,Quantitative Methods for Business I,49.00,D 
u060414,Foundation Programme,ENG101A,International English I,63.00,B 
u060414,Foundation Programme,ENG102A,Academic Skills I,68.00,B 
u060414,Foundation Programme,ICT101A,Introduction to IT for Business I,54.00,C 
u060414,Foundation Programme,MGT101A,Introduction to Business and Management I,59.00,C 
u060414,Foundation Programme,QUA101A,Quantitative Methods for Business I,80.00,A*
u060415,Foundation Programme,ENG101A,International English I,70.00,A 
u060415,Foundation Programme,ENG102A,Academic Skills I,68.00,B 
u060415,Foundation Programme,ICT101A,Introduction to IT for Business I,81.00,A*
u060415,Foundation Programme,MGT101A,Introduction to Business and Management I,76.00,A 
u060415,Foundation Programme,QUA101A,Quantitative Methods for Business I,73.00,A 
u060416,Foundation Programme,ENG101A,International English I,57.00,C 
u060416,Foundation Programme,ENG102A,Academic Skills I,58.00,C 
u060416,Foundation Programme,ICT101A,Introduction to IT for Business I,63.00,B 
u060416,Foundation Programme,MGT101A,Introduction to Business and Management I,57.00,C 
u060416,Foundation Programme,QUA101A,Quantitative Methods for Business I,56.00,C 
u060417,Foundation Programme,ENG101A,International English I,58.00,C 
u060417,Foundation Programme,ENG102A,Academic Skills I,53.00,C 
u060417,Foundation Programme,ICT101A,Introduction to IT for Business I,22.00,F 
u060417,Foundation Programme,MGT101A,Introduction to Business and Management I,45.00,D 
u060417,Foundation Programme,QUA101A,Quantitative Methods for Business I,38.00,F 
u060418,Foundation Programme,ENG101A,International English I,70.00,A 
u060418,Foundation Programme,ENG102A,Academic Skills I,43.00,D 
u060418,Foundation Programme,ICT101A,Introduction to IT for Business I,58.00,C 
u060418,Foundation Programme,MGT101A,Introduction to Business and Management I,54.00,C 
u060418,Foundation Programme,QUA101A,Quantitative Methods for Business I,57.00,C 
u060419,Foundation Programme,ENG101A,International English I,65.00,B 
u060419,Foundation Programme,ENG102A,Academic Skills I,54.00,C 
u060419,Foundation Programme,ICT101A,Introduction to IT for Business I,61.00,B 
u060419,Foundation Programme,MGT101A,Introduction to Business and Management I,62.00,B 
u060419,Foundation Programme,QUA101A,Quantitative Methods for Business I,50.00,C 
u060420,Foundation Programme,ENG101A,International English I,73.00,A 
u060420,Foundation Programme,ENG102A,Academic Skills I,74.00,A 
u060420,Foundation Programme,ICT101A,Introduction to IT for Business I,76.00,A 
u060420,Foundation Programme,MGT101A,Introduction to Business and Management I,78.00,A 
u060420,Foundation Programme,QUA101A,Quantitative Methods for Business I,50.00,C 
u060421,Foundation Programme,ENG101A,International English I,57.00,C 
u060421,Foundation Programme,ENG102A,Academic Skills I,41.00,F 
u060421,Foundation Programme,ICT101A,Introduction to IT for Business I,52.00,C 
u060421,Foundation Programme,MGT101A,Introduction to Business and Management I,45.00,D 
u060421,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u060422,Foundation Programme,ENG101A,International English I,51.00,C 
u060422,Foundation Programme,ENG102A,Academic Skills I,48.00,D 
u060422,Foundation Programme,ICT101A,Introduction to IT for Business I,68.00,B 
u060422,Foundation Programme,MGT101A,Introduction to Business and Management I,60.00,B 
u060422,Foundation Programme,QUA101A,Quantitative Methods for Business I,53.00,C 
u060423,Foundation Programme,ENG101A,International English I,50.00,C 
u060423,Foundation Programme,ENG102A,Academic Skills I,52.00,C 
u060423,Foundation Programme,ICT101A,Introduction to IT for Business I,54.00,C 
u060423,Foundation Programme,MGT101A,Introduction to Business and Management I,48.00,D 
u060423,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,F 
u060424,Foundation Programme,ENG101A,International English I,56.00,C 
u060424,Foundation Programme,ENG102A,Academic Skills I,52.00,C 
u060424,Foundation Programme,ICT101A,Introduction to IT for Business I,73.00,A 
u060424,Foundation Programme,MGT101A,Introduction to Business and Management I,51.00,C 
u060424,Foundation Programme,QUA101A,Quantitative Methods for Business I,42.00,D 
u060425,Foundation Programme,ENG101A,International English I,70.00,A 
u060425,Foundation Programme,ENG102A,Academic Skills I,65.00,B 
u060425,Foundation Programme,ICT101A,Introduction to IT for Business I,72.00,A 
u060425,Foundation Programme,MGT101A,Introduction to Business and Management I,67.00,B 
u060425,Foundation Programme,QUA101A,Quantitative Methods for Business I,52.00,C 
u060426,Foundation Programme,ENG101A,International English I,64.00,B 
u060426,Foundation Programme,ENG102A,Academic Skills I,64.00,B 
u060426,Foundation Programme,ICT101A,Introduction to IT for Business I,85.00,A*
u060426,Foundation Programme,MGT101A,Introduction to Business and Management I,70.00,A 
u060426,Foundation Programme,QUA101A,Quantitative Methods for Business I,63.00,B 
u060427,Foundation Programme,ENG101A,International English I,62.00,B 
u060427,Foundation Programme,ENG102A,Academic Skills I,61.00,B 
u060427,Foundation Programme,ICT101A,Introduction to IT for Business I,52.00,C 
u060427,Foundation Programme,MGT101A,Introduction to Business and Management I,48.00,D 
u060427,Foundation Programme,QUA101A,Quantitative Methods for Business I,43.00,D 
u060428,Foundation Programme,ENG101A,International English I,46.00,F 
u060428,Foundation Programme,ENG102A,Academic Skills I,63.00,B 
u060428,Foundation Programme,ICT101A,Introduction to IT for Business I,72.00,A 
u060428,Foundation Programme,MGT101A,Introduction to Business and Management I,53.00,C 
u060428,Foundation Programme,QUA101A,Quantitative Methods for Business I,76.00,A 
u060429,Foundation Programme,ENG101A,International English I,48.00,D 
u060429,Foundation Programme,ENG102A,Academic Skills I,60.00,B 
u060429,Foundation Programme,ICT101A,Introduction to IT for Business I,69.00,B 
u060429,Foundation Programme,MGT101A,Introduction to Business and Management I,50.00,C 
u060429,Foundation Programme,QUA101A,Quantitative Methods for Business I,47.00,D 
u060430,Foundation Programme,ENG101A,International English I,60.00,B 
u060430,Foundation Programme,ENG102A,Academic Skills I,59.00,C 
u060430,Foundation Programme,ICT101A,Introduction to IT for Business I,29.00,F 
u060430,Foundation Programme,MGT101A,Introduction to Business and Management I,42.00,F 
u060430,Foundation Programme,QUA101A,Quantitative Methods for Business I,46.00,D 
u060432,Foundation Programme,ENG101A,International English I,67.00,B 
u060432,Foundation Programme,ENG102A,Academic Skills I,65.00,B 
u060432,Foundation Programme,ICT101A,Introduction to IT for Business I,70.00,A 
u060432,Foundation Programme,MGT101A,Introduction to Business and Management I,78.00,A 
u060432,Foundation Programme,QUA101A,Quantitative Methods for Business I,47.00,D 
u060433,Foundation Programme,ENG101A,International English I,58.00,C 
u060433,Foundation Programme,ENG102A,Academic Skills I,66.00,B 
u060433,Foundation Programme,ICT101A,Introduction to IT for Business I,58.00,C 
u060433,Foundation Programme,MGT101A,Introduction to Business and Management I,37.00,F 
u060433,Foundation Programme,QUA101A,Quantitative Methods for Business I,32.00,F 
u060435,Foundation Programme,ENG101A,International English I,43.00,D 
u060435,Foundation Programme,ENG102A,Academic Skills I,58.00,C 
u060435,Foundation Programme,ICT101A,Introduction to IT for Business I,47.00,D 
u060435,Foundation Programme,MGT101A,Introduction to Business and Management I,36.00,F 
u060435,Foundation Programme,QUA101A,Quantitative Methods for Business I,46.00,D 
u060436,Foundation Programme,ENG101A,International English I,54.00,C 
u060436,Foundation Programme,ENG102A,Academic Skills I,51.00,C 
u060436,Foundation Programme,ICT101A,Introduction to IT for Business I,72.00,A 
u060436,Foundation Programme,MGT101A,Introduction to Business and Management I,50.00,C 
u060436,Foundation Programme,QUA101A,Quantitative Methods for Business I,54.00,C 
u060437,Foundation Programme,ENG101A,International English I,72.00,A 
u060437,Foundation Programme,ENG102A,Academic Skills I,62.00,B 
u060437,Foundation Programme,ICT101A,Introduction to IT for Business I,61.00,B 
u060437,Foundation Programme,MGT101A,Introduction to Business and Management I,71.00,A 
u060437,Foundation Programme,QUA101A,Quantitative Methods for Business I,58.00,C 
u060438,Foundation Programme,ENG101A,International English I,65.00,B 
u060438,Foundation Programme,ENG102A,Academic Skills I,66.00,B 
u060438,Foundation Programme,ICT101A,Introduction to IT for Business I,75.00,A 
u060438,Foundation Programme,MGT101A,Introduction to Business and Management I,65.00,B 
u060438,Foundation Programme,QUA101A,Quantitative Methods for Business I,69.00,B 
u060439,Foundation Programme,ENG101A,International English I,60.00,B 
u060439,Foundation Programme,ENG102A,Academic Skills I,46.00,F 
u060439,Foundation Programme,ICT101A,Introduction to IT for Business I,18.00,F 
u060439,Foundation Programme,MGT101A,Introduction to Business and Management I,58.00,C 
u060439,Foundation Programme,QUA101A,Quantitative Methods for Business I,53.00,C 
u060440,Foundation Programme,ENG101A,International English I,51.00,C 
u060440,Foundation Programme,ENG102A,Academic Skills I,55.00,C 
u060440,Foundation Programme,ICT101A,Introduction to IT for Business I,0.00,F 
u060440,Foundation Programme,MGT101A,Introduction to Business and Management I,43.00,D 
u060440,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u060441,Foundation Programme,ENG101A,International English I,60.00,B 
u060441,Foundation Programme,ENG102A,Academic Skills I,51.00,C 
u060441,Foundation Programme,ICT101A,Introduction to IT for Business I,20.00,F 
u060441,Foundation Programme,MGT101A,Introduction to Business and Management I,58.00,C 
u060441,Foundation Programme,QUA101A,Quantitative Methods for Business I,18.00,F 
u060442,Foundation Programme,ENG101A,International English I,61.00,B 
u060442,Foundation Programme,ENG102A,Academic Skills I,68.00,B 
u060442,Foundation Programme,ICT101A,Introduction to IT for Business I,32.00,F 
u060442,Foundation Programme,MGT101A,Introduction to Business and Management I,53.00,C 
u060442,Foundation Programme,QUA101A,Quantitative Methods for Business I,63.00,B 
